9.802176952362060547e-01 5.100715905427932739e-03
9.789294004440307617e-01 6.261211354285478592e-03
9.760348796844482422e-01 8.535292930901050568e-03
9.635404944419860840e-01 1.633555628359317780e-02
9.506445527076721191e-01 2.308116666972637177e-02
9.395928382873535156e-01 2.837643027305603027e-02
9.295321702957153320e-01 3.294659405946731567e-02
9.194011092185974121e-01 3.736944869160652161e-02
9.072226881980895996e-01 4.249810427427291870e-02
9.011340141296386719e-01 4.499763250350952148e-02
8.848551511764526367e-01 5.150258541107177734e-02
8.721528053283691406e-01 5.642300471663475037e-02
8.664283156394958496e-01 5.860113725066184998e-02
8.457802534103393555e-01 6.627739965915679932e-02
8.385589718818664551e-01 6.890083104372024536e-02
8.271812200546264648e-01 7.297520339488983154e-02
8.185181021690368652e-01 7.603149116039276123e-02
8.053591847419738770e-01 8.060204982757568359e-02
7.913634777069091797e-01 8.537268638610839844e-02
7.820181250572204590e-01 8.850862085819244385e-02
7.679324746131896973e-01 9.316288679838180542e-02
7.531902194023132324e-01 9.794405102729797363e-02
7.402209043502807617e-01 1.020762324333190918e-01
7.265504598617553711e-01 1.063584163784980774e-01
7.173971533775329590e-01 1.091840788722038269e-01
7.044472098350524902e-01 1.131255179643630981e-01
6.908264160156250000e-01 1.172003075480461121e-01
6.853097677230834961e-01 1.188300102949142456e-01
6.661736965179443359e-01 1.243909448385238647e-01
6.531658172607421875e-01 1.280887722969055176e-01
6.466221213340759277e-01 1.299236118793487549e-01
6.289188861846923828e-01 1.348012536764144897e-01
6.207779049873352051e-01 1.370014846324920654e-01
6.065043210983276367e-01 1.407924890518188477e-01
5.866563320159912109e-01 1.459195762872695923e-01
5.782435536384582520e-01 1.480405032634735107e-01
5.659785270690917969e-01 1.510749906301498413e-01
5.563031435012817383e-01 1.534192860126495361e-01
5.420932769775390625e-01 1.567802876234054565e-01
5.345055460929870605e-01 1.585336774587631226e-01
5.189536809921264648e-01 1.620338112115859985e-01
5.063165426254272461e-01 1.647811233997344971e-01
4.913918077945709229e-01 1.679073870182037354e-01
4.835630953311920166e-01 1.694933772087097168e-01
4.707944989204406738e-01 1.719963401556015015e-01
4.601046144962310791e-01 1.740078479051589966e-01
4.432934820652008057e-01 1.770055294036865234e-01
4.388262927532196045e-01 1.777660548686981201e-01
4.257642924785614014e-01 1.798975169658660889e-01
4.162299633026123047e-01 1.813618093729019165e-01
4.012578725814819336e-01 1.834932565689086914e-01
3.941319286823272705e-01 1.844307482242584229e-01
3.832990527153015137e-01 1.857541054487228394e-01
3.724226057529449463e-01 1.869510859251022339e-01
3.594748675823211670e-01 1.881902962923049927e-01
3.520383536815643311e-01 1.888041496276855469e-01
3.418557941913604736e-01 1.895205080509185791e-01
3.341214358806610107e-01 1.899631321430206299e-01
3.246412575244903564e-01 1.903784126043319702e-01
3.142396509647369385e-01 1.906626373529434204e-01
3.069578111171722412e-01 1.907483339309692383e-01
2.925528287887573242e-01 1.906231790781021118e-01
2.802155911922454834e-01 1.901817321777343750e-01
2.712651193141937256e-01 1.896538734436035156e-01
2.633767426013946533e-01 1.890353113412857056e-01
2.521284222602844238e-01 1.878906935453414917e-01
2.380674332380294800e-01 1.859970837831497192e-01
2.305925339460372925e-01 1.847676932811737061e-01
2.206150591373443604e-01 1.828710436820983887e-01
2.141310721635818481e-01 1.814746409654617310e-01
1.988001465797424316e-01 1.776285618543624878e-01
1.903626769781112671e-01 1.751670837402343750e-01
1.794814318418502808e-01 1.716084182262420654e-01
1.719755381345748901e-01 1.688893735408782959e-01
1.611771732568740845e-01 1.645801812410354614e-01
1.532821953296661377e-01 1.611197441816329956e-01
1.434996724128723145e-01 1.564515829086303711e-01
1.359739750623703003e-01 1.525619626045227051e-01
1.266739368438720703e-01 1.473806500434875488e-01
1.184267401695251465e-01 1.424243003129959106e-01
1.095110625028610229e-01 1.366648674011230469e-01
1.000228598713874817e-01 1.300521939992904663e-01
9.078458696603775024e-02 1.231030076742172241e-01
8.323547989130020142e-02 1.170223653316497803e-01
7.497214525938034058e-02 1.099157258868217468e-01
6.727884709835052490e-02 1.028330326080322266e-01
5.961088091135025024e-02 9.526897966861724854e-02
5.332643538713455200e-02 8.863843977451324463e-02
4.808390140533447266e-02 8.276147395372390747e-02
4.138141497969627380e-02 7.469906657934188843e-02
3.465734049677848816e-02 6.582690030336380005e-02
2.907530032098293304e-02 5.764919519424438477e-02
2.318378537893295288e-02 4.782108962535858154e-02
1.645194739103317261e-02 3.379194438457489014e-02
1.254526339471340179e-02 2.214775234460830688e-02
1.087608281522989273e-02 1.427174266427755356e-02
1.009729783982038498e-02 6.889957468956708908e-03
1.011832244694232941e-02 -7.274308154592290521e-05
1.083523314446210861e-02 -6.448827683925628662e-03
1.223391667008399963e-02 -1.265491452068090439e-02
1.418023277074098587e-02 -1.831283979117870331e-02
1.700483262538909912e-02 -2.422797121107578278e-02
1.957431249320507050e-02 -2.840198762714862823e-02
2.303423173725605011e-02 -3.293809667229652405e-02
2.637225016951560974e-02 -3.650845214724540710e-02
2.993275225162506104e-02 -3.968467563390731812e-02
3.441469743847846985e-02 -4.298064112663269043e-02
3.910316526889801025e-02 -4.578210785984992981e-02
4.524431005120277405e-02 -4.868610203266143799e-02
5.115856975317001343e-02 -5.084911361336708069e-02
5.940257012844085693e-02 -5.308200791478157043e-02
6.782142817974090576e-02 -5.465715751051902771e-02
7.444895803928375244e-02 -5.551794916391372681e-02
8.268970251083374023e-02 -5.622828006744384766e-02
9.078376740217208862e-02 -5.661868304014205933e-02
9.744844585657119751e-02 -5.675656348466873169e-02
1.038000211119651794e-01 -5.675964429974555969e-02
1.111668348312377930e-01 -5.662978067994117737e-02
1.196459457278251648e-01 -5.632881447672843933e-02
1.317762881517410278e-01 -5.566075816750526428e-02
1.407033056020736694e-01 -5.501576140522956848e-02
1.484517008066177368e-01 -5.436244979500770569e-02
1.589381098747253418e-01 -5.335142835974693298e-02
1.708125025033950806e-01 -5.204246565699577332e-02
1.776327490806579590e-01 -5.121571198105812073e-02
